175;175... Il ne reste plus que deux « Robert Barnett », dit sir Dexter. Le prochain, Héritier 4, vit sous ce nom, Voulez-vous lui parler, ou l'éliminer pour ce seul motif?;;;;x;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;si vous recevez Héritier 4  ;405  ;Sinon  ;493 ;;;;;;;;;;;;;;;;
176;176... Le livre m'a fourni une preuve solide, répondez- vous à Holmes. Les lettres et un autre indice me faisaient soupçonner que Matthew Mannington avait envoyé à son petit-fils un roman différent. Héritier 4 est le seul postulant qui ait déclaré avoir reçu un autre livre.... Il aurait été préférable que vous puissiez fournir davantage de preuves, mais vous avez éclairci un point de l'énigme, reconnaît Holmes. ;;;;x;;;;;;;;;;;;x;;;;;;;33;;;182;;;;;;;;;;;;;;;;;;;;;;;;;
177;177... Héritier 3, qui se fait appeler Philip Hamilton, entre dans la pièce avec un air dégagé et s'assoit gracieusement dans un fauteuil. Vous remarquez à nouveau ses vêtements admirablement coupés, sa moustache soigneusement taillée et ses cheveux lustrés, parfumés, d'un noir de jais.... Parlez-nous un peu de vous, dites-vous.... J'ai subsisté comme j'ai pu, répond-il calmement. Ayant la chance de posséder un visage et des manières qui inspirent confiance, je me suis arrangé pour en tirer parti. Des gens malintentionnés insinueraient probablement que mes méthodes n'ont pas toujours été scrupuleuses, et je ne serais pas assez téméraire pour réfuter leurs accusations. Il tend la main vers votre plateau et se verse un Vous êtes d'une bonne famille... Qu'est-ce qui vous a conduit à mener ce genre de vie ?... Votre question fait naître un sourire patelin sur les lèvres d'Héritier 3.... Je ne crois pas avoir reçu l'éducation adéquate pour devenir un honnête homme, commence-t-il. Comme vous le savez, j'ai perdu mes parents avant mon treizième anniversaire, et je n'avais pas (l'autre famille pour me maintenir dans le droit chemin , La conduite de mon grand-père m'a libéré de tout scrupule vis- à-vis de l'honneur de la famille. Vivre d'expédients étant plus facile et plus lucratif que le travail dit honnête, j'ai suivi cette voie. Vous remarquez qu'il observe anxieusement sir Dexter, et vous comprenez qu'il ne voudrait pas faire trop mauvaise impression sur son grand-oncle.... Ne vous inquiétez pas, lui dit sir Dexter.Si vous etes vraiment l'héritier que vous prétendez être, du moment que vous vous corrigez, je ne vous tiendrai pas rigueur de votre passé ;;;x;;;;;;;;;;;;x;;;;;;;;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
178;178... Vous relisez les lettres en vous concentrant sur le cas de l'héritier perdu.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous avez enregistré la déduction 6 ou la déduction 11  ;170  ;si vous avez enregistré l'Indice W  mais ni la déduction 6 ni la déduction 11  ;238  ;Sinon  ;286 ;;;;;;;;;;;;;;
179;179... Vous n'êtes pas parvenu à déterminer ce qu'il y avait de bizarre dans le contenu de cette lettre. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous tenez à découvrir de quoi il s'agit  ;351  ;si vous préférez examiner un autre document  ;127 ;;;;;;;;;;;;;;;;
180;180... Héritier 4 m'a troublé, répondez-vous. i1 a mentionné un livre différent de celui qui figure dans les lettres. Je pense que cela prouve qu'il sait de quoi il parle. Personne ne se risquerait à deviner en pareille circonstance, alors qu'il est si simple de répondre qu'on a oublié.... Un imposteur audacieux pourrait citer un livre différent, dit Holmes.;;;;x;;;;;;;;;;;;;;;;;;;;;;182;;;;;;;;;;;;;;;;;;;;;;;;;
181;181... En levant la tête, vous examinez l’emplacement qu'occupait la gargouille. La sculpture qui est tombée est celle qui avait été descellée. Quelqu'un a délibérément essayé de tuer Héritier 3.;;;x;;;;;;;;;;;;;;;;;;;;;;;326;;;;;;;;;;;;;;;;;;;;;;;;;
182;182... Je suppose que d'autres facteurs vous ont amené à considérer Héritier 4 comme le véritable Robert barnett, dit Holmes.;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous avez enregistré la déduction 12  l'Indice X et la déduction 30  ;187  ;Sinon  ;393 ;;;;;;;;;;;;;;;;
183;183... Merci, Héritier 4, dites-vous.... • Désolé de ne pas pouvoir vous en dire plus, marmonne-t-il, et il sort précipitamment de la pièce. ;;;;x;;;;;;;;;;;;;;;;;;;;;;104;;;;;;;;;;;;;;;;;;;;;;;;;
184;184... Vous entendez, de l'autre côté du corridor, grincer le bouton d'une porte : celle d'Héritier 3 ! Aussitôt, vous bondissez et vous entrebâillez la porte du pla- card. Une silhouette obscure pointe quelque chose dans la chambre d'Héritier 3 !... Halte-là ! criez-vous en vous ruant hors de votre cachette.... Votre cri fait sursauter l'ombre mystérieuse qui laisse tomber un objet pesant et s'enfuit dans le oouloir.;;;x;;;;;;;;;;;;;;;;;;;;;;;;de-Force;de 2 à 6 ;450;de 8 à 12 ;380;;;;;;;;;;;;;;;;;;;;
185;185... A quel moment exactement s'est produit l'accident ? demande-t-il.... A peu près une heure après le déjeuner, répondez-vous en observant attentivement Héritier 4.... Eh bien, j'étais très absorbé par la lecture de mon livre, mais il s'est produit un incident bizarre. Tout à coup, j'ai entendu quelqu'un courir dans le couloir et j'ai levé les yeux juste à temps pour voir un homme y passer. Je n'ai pas aperçu son visage, mais il avait une veste de tweed, et les seuls à porter du tweed aujourd'hui étaient cousin Charles et cousin Dennis. C'était sûrement l'un d'eux. On est obligé de passer devant la bibliothèque pour atteindre le balcon, dit sir Dexter. C'est le seul chemin.;;;;x;;;;;;;;;;;x;;;;;x;x;AA;;;;425;;;;;;;;;;;;;;;;;;;;;;;;;
186;186... Vous relisez une fois de plus vos notes, et une question supplémentaire vous vient à l'esprit : l'héritier devrait savoir comment il a été sauvé du naufrage. Ajoutez à votre liste la question suivante : 3. Pouvez-vous décrire la façon dont vous avez échappé au naufrage ?;;;;;;;;;;;;;;;;;;;;;;;;; 3;371;;;;;;;;;;;;;;;;;;;;;;;;;
187;187... Héritier 4 a relaté l'événement tel que l'avait vécu un passager bloqué dans la cabine d'un navire en train de couler, dites-vous. Les autres l'ont décrit du point de vue du sauveteur. Le garçon coincé dans la cabine ne pouvait pas voir le second déblayer la coursive et enfoncer la porte.... Excellent, approuve Holmes. Bien raisonné. ;;;;x;;;;;;;;;;;;;;;;;;;35;;;211;;;;;;;;;;;;;;;;;;;;;;;;;
188;188... Avant de nous occuper de l'identité du véritable héritier, dit Holmes, je pense que nous devrions parler de l'attentat contre Héritier 3. Il a eu de la chance. Savez-vous lequel des cousins de sir Dexter a essayé de le tuer? Il ne pouvait manifestement pas s'agir d'un héritier: aucun d'eux n'avait de mobile;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;si vous accusez andrew ;503 ;si vous accusez bruce ;109 ;si vous accusez charles et dennis ;"111";;;;;;;;;;;;;;
189;189... Pendant que vous vous dirigez vers la base de départ du dix-septième trou, Holmes fait halte pour renouer un lacet. Vous vous arrêtez à côté de lui. » J'ai gardé la balle que j'ai ramassée au septième trou chuchote-t-il. Vous ne voyez pas comment je pourrais l'utiliser pour aider sir Dexter ?;;;;;;;;;;;;;;;x;;;;;;;;;;;;d'Intuition;de 2 à 6 ;487;de 7 à 12 ;232;;;;;;;;;;;;;;;;;;;;
190;190... Vous vous rendez compte que pratiquement n'importe quelle balle suivant le même chemin que celle du Dr Watson sera ramenée sur le green par le versant du mamelon, mais vous vous demandez si vous devez en faire part à Gregg. Si vous refusez de dire quoi que ce soit, cela risque de lui mettre la puce à l'oreille.;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;si vous expliquez à John Gregg ce qui s'est passé  ;392  ;si vous prétendez que Watson a simplement bénéficié d'un rebond heureux  ;412 ;;;;;;;;;;;;;;;;
191;191... Vous rapportez la description du sauvetage faite par le second, puis le récit d'Héritier 4. Holmes, impassible, vous pousse dans vos derniers retranchements. - Cela semble prouver qu'il n'est pas l'héritier. Les deux versions sont très différentes. Vous cherchez comment lui répondre. ;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous dites que les deux récits sont assez proches  ;197  ;si vous dites que les souvenirs de l'héritier peuvent être flous  ;192  ;si vous avez une autre explication à proposer  ;204 ;;;;;;;;;;;;;;
192;192... J'ai l'impression que les postulants sont tous des imposteurs. Chacun d'eux a commis trop d'erreurs dans ses explications et ses réponses.... Je ne suis pas d'accord avec vous, riposte Holmes. D'après moi, le véritable héritier s'est présenté en même temps que les imposteurs. Vous devriez examiner les indices de plus près.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous voulez recommencer votre enquête  ;481  ;si vous préférez que Holmes vous donne la solution  ;242 ;;;;;;;;;;;;;;;;
193;193... Je suis étonné que Robert ait lu le livre aussi vite, dites-vous à sir Dexter. Il l'a positivement dévoré.... Je me suis fait la même réflexion, répond sir Dexter, mais cela ne m'a pas surpris. Je me souviens de ce que ma nièce m'écrivait dans ses lettres. Robert était un lecteur assidu. Apparemment, il lisait tout ce qui lui tombait sous la main. ;;;;;;;;;;;;;;;x;;;;;;;;12;;;127;;;;;;;;;;;;;;;;;;;;;;;;;
194;194... Compte tenu des éléments en votre possession, force vous est de reconnaître que vous n'avez pas reussi à découvrir comment monsieur Gregg s'y prend pour tricher.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous voulez tenter à nouveau de resoudre cette énigme  ;317  ;si vous préférez que Holmes vous l'explique  ;289 ;;;;;;;;;;;;;;;;
195;195... êtes-vous certains d'être restés constamment ensemble ? demandez-vous. Aucun de vous n est sorti de la pièce pour une raison ou pour une autre ? ;;;;;;;;;;;;;;;;;;;;;;;;;;;de-Communication;De 2 à 7 ;468;De 8 à 12 ;454;;;;;;;;;;;;;;;;;;;;
196;196... Votre question semble prendre l'héritier au dépourvu, mais il se ressaisit vite. C'est un de mes amis qui me l'a dit, répond-il, un ami commun à mon oncle et à moi, monsieur Thomas Molonc. J'avais entendu parler de monsieur Malone par les lettres que mon oncle écrivait à ma mère. Lorsque j'ai changé de nom et que je suis venu en Angleterre, il y a huit ans de cela, je me suis mis en rapport avec monsieur Malone pour savoir ce qu'était devenu mon grand-père. Quand il a appris que sir dexter me cherchait, il m'a évidemment averti. Vous voulez dire que Thomas savait depuis tout ce temps que vous étiez vivant ? interroge sir Dexter, quelque peu surpris. Pourquoi ne m'en a-t-il Jamais parlé ?... . Parce que je le lui avais demandé, répond Héritier 3. J'ai ma fierté. Ce n'était pas à moi de faire le premier pas vers une réconciliation familiale après la façon dont mon grand-père m'avait renié. Et je ne possédais pas les documents nécessaires pour prouver mon identité. Ils ont disparu en même temps que ma mère.;;;x;;;;;;;;;;;x;x;;;;;;;Q;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
197;197... Quelle conclusion avez-vous tirée du récit du sauvetage de Robert Barnett pendant le naufrage du Cassandra ? demande Holmes. ;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous avez enregistré les Indices I et U  ;191  ;Sinon  ;508 ;;;;;;;;;;;;;;;;
198;198... - C'est tout ce que j'ai à vous demander, dites-vous... sur ces mots le 4eme postulant a l héritage se retire rapidement ,la démarche un peu raide ;;;;;;;;;;;;;;;;;;;;;;;;;;493;;;;;;;;;;;;;;;;;;;;;;;;;
199;199... Héritier 4 fait son entrée, visiblement nerveux et il s'assoit inconfortablement au bord d'un fauteuil.... Vous avez des questions à me poser ?... Oui, répondez-vous. Dites-moi ce que vous avez vu et entendu quand Héritier 3 a été assassiné.... Il réfléchit un instant avant de répondre. ;;;x;x;;;;;;;;;;;;;;;;;;;;;;;de-Communication;De 2 à 7 ;275;de 8 à 12 ;352;;;;;;;;;;;;;;;;;;;;
200;200... sir Dexter réfléchit à votre question et sourit.... J'ai du mal à rassembler mes souvenirs, dit-il après une minute de silence. Tant d'années se sont ecoulées depuis la dernière lettre d'Elizabeth. Robert ne souffrait d'aucun trouble grave mais, après l'accident qui avait causé la mort de son père, les trains lui faisaient si peur que, pendant quelque temps, il n'a pas voulu en prendre. Elizabeth n'avait pas tenté de l'y contraindre. Avec son fichu Caractère, mon frère devait être furieux de ce retard, et il en aurait fait grief à Robert.;;;;;;;;;;;;;;;x;;;;;;;;3;;;103;;;;;;;;;;;;;;;;;;;;;;;;;
201;201... - La clef de cette affaire, explique Holmes, réside dans le fait que le second en a donné la version d'un homme délivrant un passager bloqué dans une Cabine, alors qu'Héritier 4 a donné celle de la per- sonne qui était enfermée. D'où il était, il ne pouvait pas voir le second déplacer les décombres et éteindre les flammes.;;;;x;;;;;;;;;;;;;;;;;;;;;;211;;;;;;;;;;;;;;;;;;;;;;;;;
202;202... Après avoir appris qu'Héritier 3 vient de frôler la mort, sir Dexter réfléchit un instant, puis il hoche la tête d'un air sombre... Encore une chance que j'aie un détective sur place, dit-il en se tournant vers vous. Vous allez interroger tous ceux qui pourraient savoir quelque chose. Peut- être devrais-je appeler la police, mais je préférerais éviter le scandale. Je veillerai à ce que tout le monde y mette du sien. Si l'un de mes héritiers refuse de collaborer, je le déshérite séance tenante!... Sir Dexter vous ramène dans la pièce où vous avez interrogé les héritiers en début de journée. Il se rassoit sur le canapé, et vous reprenez votre fauteuil derrière le bureau. Gilmer, le majordome, se tient près de la porte, prêt à introduire tous ceux que vous déciderez d'interroger.;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;si vous souhaitez parler à Héritier 3  ;438  ;Sinon  ;306 ;;;;;;;;;;;;;;;;
203;203... La détente est en position sensible, remarquez- vous. Qui est au courant de ce dispositif?... De tous mes invités, lesquels pourraient le connaître ? répond-il. Uniquement mes cousins. Il n'y avait pas de raison de le montrer aux héritiers. Ce qui laisse entendre que l'un de mes cousins est un assassin ,n est ce pas?... Je le crains, acquiescez-vous.;;;;;;;;;;;;;;;;;;;;;;;29;;;502;;;;;;;;;;;;;;;;;;;;;;;;;
204;204... Vous essayez de démontrer ce que vous prétendez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous dites que les deux récits sont très voisins ;197  ;si vous affirmez qu'Héritier 4 donne la version du rescapé  ;210 ;;;;;;;;;;;;;;;;
205;205... Je crois que l'assassin est Héritier 2. Sa chambre était suffisamment proche pour qu'il puisse abattre Héritier 3 et y revenir avant que quelqu'un n'ait eu le temps de sortir dans le couloir.... Holmes secoue la tête.... Il n'existe absolument aucune preuve qu'il ait commis ce crime. objecte-t-il. Ni qu'il ait eu un mobile pour le commettre. ;;x;x;;;;;;;;;;;;;;;;;;;;;;;474;;;;;;;;;;;;;;;;;;;;;;;;;
206;206... Vous n'avez pas l'ombre d'une preuve, dit Holmes visiblement déçu. J'espérais mieux. Je crois que vous avez désigné le véritable assassin, mais je pense que vous auriez dû mentionner la complicité de Dennis. Sir Dexter, dit-il en se tournant vers votre client, vous êtes le magistrat local. Sachant que ces deux garçons sont vraisemblablement coupables, pourrez-vous les convaincre d'avouer leur crime?... Sûrement ! répond sir Dexter, la moustache en bataille. Un coupable a beaucoup de mal à tenir tête à une accusation. Je ne crois pas que ni l'un ni l'autre ait suffisamment d'estomac pour bluffer jusqu'au bout.... Très bien, dit Holmes. Dans ce cas, nous nous en remettons à vous pour régler cette partie de l'affaire;;;;;;;;;;;;;;;x;;;;;;x;;;;;117;;;;;;;;;;;;;;;;;;;;;;;;;
207;207... Cendant que sir Dexter sort une liasse de lettres de son bureau, vous essayez de classer les divers éléments de l'affaire. Vous vous demandez s'il a montré ces lettres à quelqu'un d'autre.;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;si vous lui posez la question  ;311  ;Sinon  ;293 ;;;;;;;;;;;;;;;;
208;208... Je devrais m'en souvenir, dit-il à mi-voix, mais ce n'est pas le cas. Si vous savez ce qu'est une crise morale, vous devez comprendre qu'un jeune garçon confronté à une telle tragédie s'empresse d'en chasser le souvenir de son esprit pour ne pas sombrer dans le désespoir. Je suppose que c'est la raison pour laquelle je ne me rappelle rien.;;;;;;;;;;;;;;;;;;;;;;;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
209;209... Lorsque vous avez fini de lire les lettres, sir Dexter en fait un paquet qu'il adresse à Sherlock Holmes, 221 B Baker Street, et il appelle un domestique pour le faire porter à la poste. Une fois le valet de pied venu et reparti, sir Dexter vous parle des lettres.... - A en juger par la correspondance que vous venez de lire vous devez penser que mon frère était une brute sans cœur, commence-t-il en vous observant attentivement. En fait, ce n'était pas le cas. Mais il attachait trop d'importance à beaucoup de choses et laissait la colère obscurcir son jugement. Ajoutez i cette rigidité une obstination innée... et voilà le résultat.... | - Ces lettres ne nous apprennent pas grand-chose sur l'héritier, constatez-vous. Je m'en rends bien compte, répond sir Dexter. Si elles avaient été plus explicites, je n'aurais pas eu besoin de votre aide ni de celle de monsieur Holmes. Mais je ne sais pas qui croire. Chacun de ces hommes pourrait être le véritable héritier. Comment l'enfant a-t-il réagi à l'attitude de son grand-père ? Il aurait pu adopter l'humble profession de cocher de fiacre par dépit ou devenir l'homme élégant, mais malhonnête, que j'appelle Héritier 3. Je suis persuadé que vous parviendrez à découvrir la vérité. Mais assez bavardé. C'est avec les héritiers que vous devez parler, conclut-il. Avant de vous y mettre, je pense qu'il serait bon d'établir une liste des questions à leur poser, afin de ne pas oublier de demander à l'un d'eux quelque chose d'important. - Excellente idée, reconnaissez-vous. Vous vous mettez à l'ouvrage, en demandant parfois son avis à sir Dexter, et vous obtenez ainsi une série de questions.;;;x;;;x;;;;;;;;;x;;;;;;;;;;1,2,5,6;;;;;;;si vous avez enregistré les Indices I et J  ;353  ;si vous avez enregistré l'Indice I  mais pas l'Indice J  ;358  ;si vous avez enregistré l'Indice J  mais pas l'Indice I  ;363  ;sinon  ;371;;;;;;;;;;;;
210;210... - D'après sir Dexter, le jeune Robert Barnett était un lecteur assidu, expliquez- vous. Héritier 4 avait un livre à la main quand je l'ai interrogée et le meme jour,on l'a vu lire en deux autres circonstances au moins. Ce comportement indique qu'il est le véritable héritier.... C'est une indication, admet Holmes. Ce n est pas une preuve, mais c'est significatif.... Enregistrez la Déduction 34. Quelle conclusion avez-vous tirée du récit du sauvetage de Robert Burnett pendant le naufrage du Cassandra?;;;;x;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;si vous avez enregistré les Indices I et U  ;191  ;Sinon  ;508 ;;;;;;;;;;;;;;;;
211;211... C'est la seule preuve que vous ayez de l'authenti- cité d'Héritier 4 ? demande Holmes.... -Oui, c'est la seule, réponde,-vous .est elle suffisante pour conclure Qu'il est le véritable heritier?... holmes reflechit un instant,comme s il jaugeait mentalement votre argument.;;;;x;;;;;;;;;;;;;;;;;;;;;;221;;;;;;;;si vous avez enregistré les trois deductions 33 34 35 ;221 ;sinon ;225;;;;;;;;;;;;;;
212;212... vous réfléchissez à la déclaration de Charles en essayant d'imaginer ces gens affolé. se précipitant dans le couloir après le coup de feu.;;;;;;;;;;;;;;;;;;;;x;;;;;;;d'Observation;De 2 à 8 ;487;De 9 à 12 ;105;;;;;;;;;;;;;;;;;;;;
213;213... Vous attendez quelques minutes, puis vous montez à l'étage voir ce que font certains des invités. Au premier, vous longez le corridor qui dessert les chambres en jetant un coup d'œil dans celles dont la porte est ouverte. Héritier 2 est couché sur son lit, apparemment assoupi. A l'extrémité du couloir, vous entendez des voix derrière une porte close, mais sans pouvoir les identifier. En revenant sur vos pas en direction d'un balcon, vous entendez un siège grincer dans la bibliothèque. ;;x;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;si vous regardez quel en est l'occupant  ;121  ;Sinon  ;494 ;;;;;;;;;;;;;;;;
214;214... A contrecœur, vous tirez de la liasse la lettre suivante. Voyant qu'elle émane de John Floyd, l'officier en second du Cassandra, vous la lisez rapidement. Le premier paragraphe explique comment une tempête a fait couler le paquebot. La suite est plus détaillée :... Voire fille, Mme Barnett, est montée dans le canot de sauvetage avec plusieurs membres de l'équipage. Je l'ai entendue crier que son fils n'était pas là. Sur l'ordre du capitaine, je suis retourné avec mon propre canot, qui était plus petit, sur notre navire en train de couler, j'ai retrouvé votre petit-fils et j'ai eu la chance de pouvoir le sauver. Nous venions de rejoindre mon canot quand les chaudières du Cassandra ont explosé. Le flanc du navire a protégé notre canot de la déflagration, mais un gros morceau de la coque a fracassé celui où se trouvait Mme Barnett. Lorsque nous avons atteint l'endroit où il avait sombré, nous n'avons retrouvé aucun sur vivant. Je suis désolé d'être porteur d'une nouvelle aussi tragique, mais j'ai estimé qu'il était de mon devoir de vous informer le plus rapidement possible. Votre petit-fils, sain et sauf, est avec moi à New York. Comment désirez-vous que je vous l'envoie ?... Quelle horrible histoire, murmurez-vous en levant les yeux vers sir Dexter. Mon frère n'a pas arrangé les choses, répond-il en désignant la lettre suivante.;;;;;;;;;;;;;;;x;;;;;;;;;;;;d'Observation;De 2 à 4 ;142;De 5 à 12 ;339;;;;;;;;;;;;;;;;;;;;
215;215... Vous expliquez qu'Héritier 2 a entendu la porte de Charles se fermer et se rouvrir, ce qui prouve que Charles était dans le corridor, qu'il est entré dans sa Chambre et en est ressorti aussitôt. Seul l'assassin pouvait se comporter de la sorte.... - Oui, c'est exact, reconnaît Holmes. C'est une preuve convaincante, même si ce n'est pas la meilleure à présenter à un jury : un avocat habile ferait bon marché de bruits nocturnes. Mais nous découvrirons peut-être d'autres moyens de résoudre ce problème. Il me paraît évident, continue-t-il, que Dennis et Charles sont responsables de l'attentat avec la gargouille et qu'ils se sont mutuellement fourni un alibi. Mais sir Dexter et les autorités locales s'occuperont de ces questions et veilleront à ce que justice soit faite.... | - Comptez sur moi ! dit sir Dexter avec conviction. Quand on sait qu'un individu est coupable, il est parfois facile de le convaincre d'avouer son forfait.;;x;;;;;;;;;;;;;x;;;;;x;x;;;;;117;;;;;;;;;;;;;;;;;;;;;;;;;
216;216... Vous examinez attentivement la gargouille la plus proche et vous êtes surpris de constater qu'elle ne tient en place que par son poids : quelqu'un l'a descellée.;;;;;;;;;;;;;;;;;;;;;;Y;;;;492;;;;;;;;;;;;;;;;;;;;;;;;;
217;217... Je vous remercie de votre aide, dites-vous. Héritier 5 sort précipitamment de la pièce avant que vous n'ayez pu lui demander quoi que ce soit d'autre. Les interrogatoires sont terminés.;;;;;x;;;;;;;;;;;;;;;;;;;;;364;;;;;;;;;;;;;;;;;;;;;;;;;
218;218... Holmes écoute votre explication en silence, sans manifester la moindre approbation ou désapprobation... Vous avez raison d'accuser Sandy, dit-il, bien que vous ayez certainement laissé échapper des indices probants qui auraient renforcé votre thèse. Il faut perfectionner sans cesse votre technique d'observation et être constamment aux aguets.;;;;;;;;;;;;;;;;;x;;;;;;;;;369;;;;;;;;;;;;;;;;;;;;;;;;;
219;219... Gilmer, demandez-vous, à quelle heure avez- vous fermé la salle de billard, ce soir?... Il devait être environ onze heures et demie, répond-il aussitôt. Je me rappelle avoir entendu sonner l'horloge et m'être dit que j'étais un peu en retard sur l'horaire habituel. Mais je m'étais attardé à vérifier que tout était bien en place. Avec Gilmer et sir Dexter, vous retournez dans la pièce que vous avez utilisée précédemment pour les interrogatoires.;;;;;;;;;;;;;;;x;;;;;;;;;;;367;;;;;;;;;;;;;;;;;;;;;;;;;
220;220... - L'assassin est cousin Charles, déclarez-vous sans ambages. Il a dû croire qu'Héritier 3 était le véritable Robert Barnett, et il l'a tué pour l'empêcher d'hériter.... - Ainsi, vous le croyez coupable ? répond calmement Holmes. Eh bien, examinez de nouveau les indices dont vous disposez et expliquez-moi comment vous êtes parvenu à cette conclusion. Vous essayez rapidement d'ordonner vos arguments. ;;;x;;;;;;;x;;;;;;;;;;x;;;;;;496;;;;;;;;;;;;;;;;;;;;;;;;;
221;221... C'est une preuve suffisante, admet Holmes, mais j'aurais aimé avoir une explication plus complète. Sir Dexter, continue-t-il, vous pouvez être certain qu'Héritier 4 est votre petit-neveu. Si vous le désirez, je vérifierai un ou deux points de détail.... Je vous remercie, monsieur Holmes, répond sir Dexter. Vous m'avez rendu tous les deux un grand service;;;;x;;;;;;;;;;;x;;;;;;;;;;;345;;;;;;;;;;;;;;;;;;;;;;;;;
222;222... Une particularité du vieux pistolet attire votre attention : la détente semble occuper une position anormale, plus avancée et plus haute qu'on ne s'y attendrait.... - Cette détente me paraît bizarre, dites-vous à sir Dexter. Serait-elle détériorée ? Il examine le pistolet.... - Non, il n'y a rien de cassé, explique-t-il. Sur ce pistolet, la détente a deux positions. Dans sa position habituelle, il faut exercer une forte pression pour tirer. En revanche, si on la pousse vers l'avant, de cette manière, le mécanisme devient extrême ment sensible. De cette façon, il est beaucoup plus facile de tirer et l'arme, à condition de ne pas la déclencher accidentellement, est nettement plus precise.;;;;;;;;;;;;;;;x;;;;;;;;;;;;d'Intuition;De 2 à 7 ;"502";de 8 a 12 ;"203";;;;;;;;;;;;;;;;;;;;
223;223... Soudain, un objet pesant tombe devant vous et s'écrase sur la terrasse à côté du fauteuil d'Héritier 3. Bouleversé, vous constatez qu'il s'agit de l'une des gargouilles qui ornent le balcon du premier étage. Héritier 3 a bondi vers la maison et se fait tout petit contre le mur. ;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous avez enregistré l'Indice Y  ;181  ;Sinon  ;326 ;;;;;;;;;;;;;;;;
224;224... Que faisiez-vous au moment de l'accident? demandez-vous à Dennis et à Charles.... Nous ne nous sommes pas quittés de tout l'après- midi, répond Dennis. Après le repas, nous sommes montés au premier et nous avons joué aux cartes dans l'une de nos chambres.;;;;;;;;;;;;;;;;;;;;x;x;;;;;470;;;;;;;;si l'un d'eux a quitté la pièce  ;470  ;si vous n'avez pas d'autre question à leur poser  ;486 ;;;;;;;;;;;;;;
225;225... Holmes fronce les sourcils. - Vous n'avez aucune preuve de ce que vous avan- cez, vous dit-il. Même s'il ne s'agit pas d'une accusation de meurtre, une conclusion doit toujours être basée sur des indices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous désirez recommencer votre enquête  ;481  ;si vous préférez une explication complète  ;242 ;;;;;;;;;;;;;;;;
226;226... - Je ne suis pas surpris que vous vous soyez laissé abuser par Héritier 3, dit Holmes, car il a fort bien joué son rôle. Néanmoins, il a commis quelques erreurs que vous auriez dû remarquer et qui vous auraient prouvé qu'il n'était pas réellement Robert barnett.;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous souhaitez une explication de l'affaire  ;242  ;si vous recommencez l'enquête  ;481 ;;;;;;;;;;;;;;;;
227;227... Qui allez-vous interroger maintenant?;;;;;;;;;;;;;;;;;;;;;;;;;;459;;;;;;;;;;;;;;;;;;;;;;;;;
228;228... Une bonne nuit de sommeil et un petit déjeuner plantureux vous remettent d'attaque pour poursuivre votre enquête. ;;;;;;;;;;;;;;;;;;;;;;;;;;316;;;;;;;;;;;;;;;;;;;;;;;;;
229;229... Je crois qu'Héritier 2 est le véritable Robert Barnett, dites-vous en vous efforçant de paraître sûr de vous.... Non, certainement pas, répond Holmes. Ce n'est pas lui que les indices désignent;;x;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous souhaitez une explication  ;242  ;si vous préférez recommencer votre enquête  ;481 ;;;;;;;;;;;;;;;;
